Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
17.04.2020 00:00:00;101;429;13;-341;6456
18.04.2020 00:00:00;60;252;17;-209;6660
19.04.2020 00:00:00;47;165;16;-134;3312
20.04.2020 00:00:00;68;386;9;-327;3705
21.04.2020 00:00:00;71;428;18;-375;6069
22.04.2020 00:00:00;75;256;12;-193;12776
23.04.2020 00:00:00;60;247;6;-193;4041
24.04.2020 00:00:00;79;266;7;-194;6851
25.04.2020 00:00:00;62;134;14;-86;8403
26.04.2020 00:00:00;35;105;9;-79;6542
27.04.2020 00:00:00;70;203;4;-137;4906
28.04.2020 00:00:00;50;164;12;-126;7041
29.04.2020 00:00:00;61;175;6;-120;8176
30.04.2020 00:00:00;54;201;6;-153;8645
01.05.2020 00:00:00;37;111;3;-77;7680
02.05.2020 00:00:00;28;79;2;-53;5540
03.05.2020 00:00:00;11;60;5;-54;4736
04.05.2020 00:00:00;30;151;3;-124;4716
05.05.2020 00:00:00;55;124;3;-72;6812
06.05.2020 00:00:00;46;119;4;-77;6371
07.05.2020 00:00:00;37;120;2;-85;5640
08.05.2020 00:00:00;51;167;5;-121;6175
09.05.2020 00:00:00;31;73;4;-46;7621
10.05.2020 00:00:00;14;57;2;-45;4818
11.05.2020 00:00:00;67;92;2;-27;2976
12.05.2020 00:00:00;37;89;1;-53;9830
13.05.2020 00:00:00;52;79;1;-28;6938
14.05.2020 00:00:00;53;74;3;-24;8354
15.05.2020 00:00:00;84;72;0;12;6745
16.05.2020 00:00:00;15;53;1;-39;6042
17.05.2020 00:00:00;26;26;1;-1;5116
18.05.2020 00:00:00;59;52;2;5;3560
19.05.2020 00:00:00;61;71;1;-11;6366
20.05.2020 00:00:00;30;51;3;-24;7157
21.05.2020 00:00:00;31;58;2;-29;6045
22.05.2020 00:00:00;29;50;3;-24;4851
23.05.2020 00:00:00;24;46;1;-23;5875
24.05.2020 00:00:00;31;39;0;-8;5494
25.05.2020 00:00:00;25;59;1;-35;3484
26.05.2020 00:00:00;22;89;2;-69;5844
27.05.2020 00:00:00;50;75;0;-25;7521
28.05.2020 00:00:00;19;81;0;-62;8666
29.05.2020 00:00:00;42;56;1;-15;6930
30.05.2020 00:00:00;32;37;0;-5;7841
31.05.2020 00:00:00;5;35;0;-30;6391
01.06.2020 00:00:00;19;34;1;-16;3286
02.06.2020 00:00:00;16;59;0;-43;4558
03.06.2020 00:00:00;52;37;3;12;6580
04.06.2020 00:00:00;17;48;2;-33;8508
05.06.2020 00:00:00;67;27;1;39;7983
06.06.2020 00:00:00;31;24;0;7;6463
07.06.2020 00:00:00;25;27;0;-2;3685
08.06.2020 00:00:00;24;54;1;-31;5164
09.06.2020 00:00:00;15;28;2;-15;6160
10.06.2020 00:00:00;34;36;2;-4;5423
11.06.2020 00:00:00;22;31;0;-9;3967
12.06.2020 00:00:00;37;26;0;11;6270
13.06.2020 00:00:00;22;26;1;-5;4395
14.06.2020 00:00:00;18;16;3;-1;3864
15.06.2020 00:00:00;53;33;5;15;2830
16.06.2020 00:00:00;19;21;2;-4;5030
17.06.2020 00:00:00;31;38;1;-8;7915
18.06.2020 00:00:00;32;31;0;1;5312
19.06.2020 00:00:00;52;35;1;16;6203
20.06.2020 00:00:00;32;35;2;-5;6078
21.06.2020 00:00:00;29;13;1;15;2376
22.06.2020 00:00:00;31;39;1;-9;5216
23.06.2020 00:00:00;43;36;2;5;6673
24.06.2020 00:00:00;35;23;2;10;6111
25.06.2020 00:00:00;44;32;1;11;5659
26.06.2020 00:00:00;74;25;0;49;6199
27.06.2020 00:00:00;45;30;2;13;7053
28.06.2020 00:00:00;63;22;1;40;5025
29.06.2020 00:00:00;49;35;1;13;3855
30.06.2020 00:00:00;102;32;0;70;6381
01.07.2020 00:00:00;95;31;0;64;8110
02.07.2020 00:00:00;80;43;0;37;7834
03.07.2020 00:00:00;134;45;1;88;6805
04.07.2020 00:00:00;105;24;0;81;7174
05.07.2020 00:00:00;76;31;0;45;5125
06.07.2020 00:00:00;69;38;0;31;6301
07.07.2020 00:00:00;91;46;0;45;6044
08.07.2020 00:00:00;117;46;0;71;8071
09.07.2020 00:00:00;73;52;0;21;7507
10.07.2020 00:00:00;104;60;0;44;7757
11.07.2020 00:00:00;91;55;2;34;8225
12.07.2020 00:00:00;52;45;1;6;5031
13.07.2020 00:00:00;98;84;1;13;3876
14.07.2020 00:00:00;120;114;0;6;7512
15.07.2020 00:00:00;133;81;1;51;8165
16.07.2020 00:00:00;141;111;0;30;10052
17.07.2020 00:00:00;126;144;0;-18;8068
18.07.2020 00:00:00;81;61;0;20;8677
19.07.2020 00:00:00;87;55;0;32;5579
20.07.2020 00:00:00;87;102;2;-17;49767
21.07.2020 00:00:00;140;129;0;11;7164
22.07.2020 00:00:00;162;89;0;73;9081
23.07.2020 00:00:00;117;91;1;25;11350
24.07.2020 00:00:00;153;105;0;48;7810
25.07.2020 00:00:00;112;84;1;27;7049
26.07.2020 00:00:00;103;62;0;41;7008
27.07.2020 00:00:00;95;154;3;-62;5271
28.07.2020 00:00:00;154;148;0;6;8037
29.07.2020 00:00:00;102;119;1;-18;9396
30.07.2020 00:00:00;189;121;0;68;9434
31.07.2020 00:00:00;121;134;0;-13;10425
01.08.2020 00:00:00;62;95;0;-33;7358
02.08.2020 00:00:00;70;92;1;-23;7495
03.08.2020 00:00:00;95;183;0;-88;5123
04.08.2020 00:00:00;82;162;0;-80;6341
05.08.2020 00:00:00;158;154;1;3;7124
06.08.2020 00:00:00;120;125;1;-6;13373
07.08.2020 00:00:00;91;137;1;-47;10030
08.08.2020 00:00:00;105;91;1;13;7934
09.08.2020 00:00:00;71;70;0;1;6629
10.08.2020 00:00:00;158;139;0;19;3890
11.08.2020 00:00:00;186;98;2;86;8750
12.08.2020 00:00:00;192;136;1;55;8510
13.08.2020 00:00:00;252;97;2;153;8490
14.08.2020 00:00:00;349;111;1;237;11924
15.08.2020 00:00:00;158;81;0;77;5922
16.08.2020 00:00:00;167;76;0;91;9136
17.08.2020 00:00:00;257;111;0;146;5577
18.08.2020 00:00:00;247;146;0;101;13821
19.08.2020 00:00:00;350;131;1;218;11283
20.08.2020 00:00:00;332;144;0;188;12266
21.08.2020 00:00:00;300;207;1;92;13972
22.08.2020 00:00:00;226;147;0;79;11746
23.08.2020 00:00:00;190;157;0;33;7832
24.08.2020 00:00:00;239;203;1;35;6219
25.08.2020 00:00:00;299;228;0;71;8883
26.08.2020 00:00:00;320;221;0;99;9110
27.08.2020 00:00:00;225;262;0;-37;14044
28.08.2020 00:00:00;391;339;0;52;14701
29.08.2020 00:00:00;233;177;0;56;12799
30.08.2020 00:00:00;223;208;0;15;11349
31.08.2020 00:00:00;220;237;1;-18;8619
01.09.2020 00:00:00;283;216;1;66;12416
02.09.2020 00:00:00;432;260;0;172;17441
03.09.2020 00:00:00;369;315;0;54;11689
04.09.2020 00:00:00;380;375;2;3;14232
05.09.2020 00:00:00;216;220;0;-4;11318
06.09.2020 00:00:00;369;168;0;201;8018
07.09.2020 00:00:00;397;314;0;83;10398
08.09.2020 00:00:00;552;312;1;239;10254
09.09.2020 00:00:00;693;259;0;434;11582
10.09.2020 00:00:00;600;223;4;373;14971
11.09.2020 00:00:00;930;378;4;548;13789
12.09.2020 00:00:00;413;232;2;179;14674
13.09.2020 00:00:00;416;264;0;152;10573
14.09.2020 00:00:00;821;282;1;538;9342
15.09.2020 00:00:00;720;370;0;350;13100
16.09.2020 00:00:00;855;339;4;512;15331
17.09.2020 00:00:00;803;413;3;387;15272
18.09.2020 00:00:00;876;488;3;385;18854
19.09.2020 00:00:00;667;343;0;324;18134
20.09.2020 00:00:00;469;379;4;86;12584
21.09.2020 00:00:00;580;680;3;-103;13412
22.09.2020 00:00:00;719;631;3;85;14552
23.09.2020 00:00:00;806;652;5;149;16617
24.09.2020 00:00:00;659;590;3;66;18518
25.09.2020 00:00:00;760;860;3;-103;20409
26.09.2020 00:00:00;586;579;3;4;17443
27.09.2020 00:00:00;549;420;4;125;9865
28.09.2020 00:00:00;730;802;1;-73;14493
29.09.2020 00:00:00;754;743;5;6;16586
30.09.2020 00:00:00;854;720;1;133;31409
01.10.2020 00:00:00;790;645;6;139;18586
02.10.2020 00:00:00;1017;855;5;157;21839
03.10.2020 00:00:00;715;578;4;133;15456
04.10.2020 00:00:00;732;434;8;290;12505
05.10.2020 00:00:00;927;583;8;336;11895
06.10.2020 00:00:00;1083;664;8;411;18237
07.10.2020 00:00:00;1269;719;6;544;18589
08.10.2020 00:00:00;1108;705;8;395;21762
09.10.2020 00:00:00;1257;771;5;481;18575
10.10.2020 00:00:00;1009;683;6;320;19956
11.10.2020 00:00:00;831;588;9;234;13876
12.10.2020 00:00:00;1134;828;9;297;13668
13.10.2020 00:00:00;1290;782;5;503;21708
14.10.2020 00:00:00;1434;854;5;575;17033
15.10.2020 00:00:00;1486;767;6;713;19813
16.10.2020 00:00:00;1757;875;8;874;16119
17.10.2020 00:00:00;1435;768;15;652;25109
18.10.2020 00:00:00;1196;524;8;664;15315
19.10.2020 00:00:00;1560;782;12;766;14550
20.10.2020 00:00:00;1984;873;12;1099;19469
21.10.2020 00:00:00;2634;807;18;1809;21077
22.10.2020 00:00:00;3205;956;19;2230;25278
23.10.2020 00:00:00;3340;1063;11;2266;28024
24.10.2020 00:00:00;2962;949;10;2003;24189
25.10.2020 00:00:00;2425;893;18;1514;17744
26.10.2020 00:00:00;2743;932;24;1787;23216
27.10.2020 00:00:00;4365;1183;26;3156;14112
28.10.2020 00:00:00;4460;1217;30;3213;27379
29.10.2020 00:00:00;5053;1399;34;3620;24506
30.10.2020 00:00:00;5695;1908;34;3753;26421
31.10.2020 00:00:00;4798;1661;42;3095;28742
01.11.2020 00:00:00;4466;1587;31;2848;23316
02.11.2020 00:00:00;5169;2045;34;3090;23450
03.11.2020 00:00:00;6356;2046;49;4261;25881
04.11.2020 00:00:00;7092;2279;54;4759;29433
05.11.2020 00:00:00;6953;2538;52;4363;28133
06.11.2020 00:00:00;8106;3194;41;4871;33067
07.11.2020 00:00:00;5319;3118;60;2141;29810
08.11.2020 00:00:00;5745;2992;46;2707;26867
09.11.2020 00:00:00;6255;3513;67;2675;26376
10.11.2020 00:00:00;7459;3639;62;3758;26540
11.11.2020 00:00:00;9236;3866;65;5305;31571
12.11.2020 00:00:00;8251;4146;69;4036;38226
13.11.2020 00:00:00;7010;5057;84;1869;32328
14.11.2020 00:00:00;5098;4991;73;34;33067
15.11.2020 00:00:00;4621;4469;68;84;27080
16.11.2020 00:00:00;6082;4957;86;1039;26232
17.11.2020 00:00:00;7554;4543;85;2926;29050
18.11.2020 00:00:00;6458;4447;70;1941;33128
19.11.2020 00:00:00;6650;4861;92;1697;31316
20.11.2020 00:00:00;6486;5384;97;1005;33190
21.11.2020 00:00:00;5181;4488;85;608;30808
22.11.2020 00:00:00;2456;4155;81;-1780;29831
23.11.2020 00:00:00;4613;4315;91;207;20422
24.11.2020 00:00:00;5783;4438;79;1266;28070
25.11.2020 00:00:00;5396;3728;98;1570;30569
26.11.2020 00:00:00;5051;4094;88;869;33318
27.11.2020 00:00:00;4266;4579;93;-406;27048
28.11.2020 00:00:00;3758;3976;82;-300;40205
29.11.2020 00:00:00;2406;3560;81;-1235;22197
30.11.2020 00:00:00;3366;3567;93;-294;15054
01.12.2020 00:00:00;3935;3481;101;353;23192
02.12.2020 00:00:00;3579;2846;87;646;27862
03.12.2020 00:00:00;3513;2816;80;617;31294
04.12.2020 00:00:00;3153;3295;39;-181;28674
05.12.2020 00:00:00;2643;2311;29;303;20053
